date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Tue, 19 Nov 2024 12:00:04 GMT",application/json,283484,keep-alive,b9d85415-47d4-4aca-837a-f2488d2822c7,BfiWoHR3hcwET5Q=,Root=1-673c7dc3-3a018e46667aaa5812868310,1,1
