date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 26 Jun 2024 15:00:54 GMT",application/json,292794,keep-alive,41f2fa46-4fa9-43bf-acb7-6d33c679c874,Z-v-CHDkhcwEXzA=,Root=1-667c2d26-56ec8be432e6931c274725f4,1,1
