date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 09 Jul 2025 04:02:16 GMT",application/json,316678,keep-alive,5524908e-db92-42e0-b4d1-1d03391f3035,NbF3YG8yhcwEbew=,Root=1-686de9c8-05ce501e5f28f6e61f3f83c6,1,1
