date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 19 Mar 2025 07:48:42 GMT",application/json,274297,keep-alive,095d52ab-c73a-4a56-98a0-3b289903f734,HqeCHGNbhcwEaBg=,Root=1-67da76d9-133e536248b25a725f1ebc32,1,1
