date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 19 Mar 2025 07:51:45 GMT",application/json,279032,keep-alive,ea57c973-a339-4258-a7d5-42ea1c9a4d1b,HqeeuGUthcwEAaQ=,Root=1-67da7791-716bfd352ca2ad0e1f5d3fe0,1,1
