id,partition,region,type,current_key,parent_key
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,1,1
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,2,2
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,3,3
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,4,4
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,5,5
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,6,6
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,7,7
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,8,8
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,9,9
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,10,10
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,11,11
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,12,12
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,13,13
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,14,14
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,15,15
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,16,16
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,17,17
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,18,18
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,19,19
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,20,20
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,21,21
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,22,22
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,23,23
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,24,24
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,25,25
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,26,26
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,27,27
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,28,28
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,29,29
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,30,30
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,31,31
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,32,32
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,33,33
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,34,34
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,35,35
arn:aws:ecr:ap-south-1:531341628109:repository/recommendation-engine/sha256:b5d329d38c6dfe765c37e998bc33d7fe2e0f9b3dcc682bb448045c3962abb1b7,aws,ap-south-1,AWS_ECR_CONTAINER_IMAGE,36,36
