architecture,imageHash,platform,pushedAt,registry,repositoryName,imageTags,current_key,parent_key
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,1,1
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,2,2
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,3,3
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,4,4
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,5,5
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,6,6
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,7,7
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,8,8
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,9,9
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,10,10
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,11,11
amd64,sha256:3e1f4868c0b74b2e427022e4b1c69330e3d77f3095f05eaf92943183e18e1546,AMAZON_LINUX_2,2024-11-14 13:35:47.579000+05:30,531341628109,subscription-service,1.0.1,12,12
