date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 26 Jun 2024 15:02:35 GMT",application/json,287470,keep-alive,afceeb41-8bd3-40f2-8ca1-fa069bf026a0,Z-wNzFs2hcwEV6g=,Root=1-667c2d8b-2f0b50e82e6c811d0d966995,1,1
