date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Thu, 30 Jan 2025 08:38:24 GMT",application/json,112553,keep-alive,f521a6d1-2bf7-4cfe-95e6-c0f71f9edb80,FMYUHFDABcwEEMQ=,Root=1-679b3a80-47da8d0019b2eba3126d1efb,1,1
