date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 05 Feb 2025 12:34:43 GMT",application/json,138264,keep-alive,595cdd29-4f6d-4eaa-8cd0-e0f1afce31a6,FgsjpGTnBcwEWSg=,Root=1-67a35ae3-7f467cdd6378146a1e7af124,1,1
