date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Tue, 01 Jul 2025 11:34:38 GMT",application/json,301996,keep-alive,9fee9cb3-1100-43d6-87eb-cf318e39ec3f,NBwoVGK3hcwER7A=,Root=1-6863c7ce-3ad97f562fd1027323c5df82,1,1
