date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Thu, 14 Nov 2024 12:31:33 GMT",application/json,314617,keep-alive,4043b64b-a6f8-473f-806e-a7b6d212f275,BPIR4GmChcwEHnA=,Root=1-6735eda5-5f33f659219350ed1a3aa7ff,1,1
