date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Tue, 01 Jul 2025 07:48:07 GMT",application/json,314220,keep-alive,c24385c6-736e-4dfd-a5f6-0bd8cfa2b7db,NBPcvEAUBcwEJNw=,Root=1-686392b7-3729393b0cdcfb2c4ac75381,1,1
