date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Wed, 26 Jun 2024 14:59:07 GMT",application/json,310361,keep-alive,ec50e517-2d3a-42ab-ae6e-e60e73d3d81d,Z-vtQHPiBcwED4Q=,Root=1-667c2cba-3aa9758730e0a28d0c12930b,1,1
