date,content-type,content-length,connection,x-amzn-requestid,x-amz-apigw-id,x-amzn-trace-id,current_key,parent_key
"Thu, 19 Jun 2025 05:08:40 GMT",application/json,315064,keep-alive,f6462d13-259e-42e9-a144-af81f6f60ee0,MZU16HNDBcwEDHw=,Root=1-68539b58-05d166164cf1fad83ffdf7a7,1,1
